word	reference
jerusalem	2 Nephi 20:11
jerusalem	2 Nephi 20:12
jerusalem	2 Nephi 20:32
jerusalem	2 Nephi 25:4
jerusalem	2 Nephi 25:5
jerusalem	2 Nephi 25:6
jerusalem	2 Nephi 25:10
jerusalem	2 Nephi 25:11
jerusalem	2 Nephi 25:14
jerusalem	2 Nephi 25:19
jerusalem	2 Nephi 30:4
jerusalem	Jacob 1:1
jerusalem	Jacob 2:25
jerusalem	Jacob 2:31
jerusalem	Jacob 2:32
jerusalem	Jacob 7:26
jerusalem	Enos 1:25
jerusalem	Omni 1:6
jerusalem	Omni 1:15
jerusalem	Mosiah 1:6
jerusalem	Mosiah 1:11
jerusalem	Mosiah 2:4
jerusalem	Mosiah 2:34
jerusalem	Mosiah 6:4
jerusalem	Mosiah 7:20
jerusalem	Mosiah 10:12
jerusalem	Mosiah 12:23
jerusalem	Mosiah 12:23
jerusalem	Mosiah 15:30
jerusalem	Mosiah 15:30
jerusalem	Mosiah 28:20
jerusalem	Mosiah 29:46
jerusalem	Alma 3:11
jerusalem	Alma 7:10
jerusalem	Alma 9:9
jerusalem	Alma 9:22
jerusalem	Alma 10:3
jerusalem	Alma 11:4
jerusalem	Alma 18:36
jerusalem	Alma 18:38
jerusalem	Alma 21:1
jerusalem	Alma 21:2
jerusalem	Alma 21:4
jerusalem	Alma 22:9
jerusalem	Alma 24:1
jerusalem	Alma 28:2
jerusalem	Alma 36:29
jerusalem	Alma 54:23
jerusalem	Helaman 5:6
jerusalem	Helaman 7:7
jerusalem	Helaman 8:20
jerusalem	Helaman 8:20
jerusalem	Helaman 8:21
jerusalem	Helaman 8:21
jerusalem	Helaman 8:22
jerusalem	Helaman 16:18
jerusalem	Helaman 16:19
jerusalem	3 Nephi 1:1
jerusalem	3 Nephi 1:2
jerusalem	3 Nephi 2:6
jerusalem	3 Nephi 4:11
jerusalem	3 Nephi 5:15
jerusalem	3 Nephi 5:20
jerusalem	3 Nephi 9:7
jerusalem	3 Nephi 10:5
jerusalem	3 Nephi 10:17
jerusalem	3 Nephi 15:14
jerusalem	3 Nephi 16:1
jerusalem	3 Nephi 16:4
jerusalem	3 Nephi 16:19
jerusalem	3 Nephi 16:19
jerusalem	3 Nephi 17:8
jerusalem	3 Nephi 20:22
jerusalem	3 Nephi 20:29
jerusalem	3 Nephi 20:33
jerusalem	3 Nephi 20:34
jerusalem	3 Nephi 20:34
jerusalem	3 Nephi 20:36
jerusalem	3 Nephi 20:37
jerusalem	3 Nephi 20:46
jerusalem	3 Nephi 21:23
jerusalem	3 Nephi 21:24
jerusalem	3 Nephi 21:26
jerusalem	3 Nephi 24:4
jerusalem	4 Nephi 1:31
jerusalem	Mormon 3:18
jerusalem	Mormon 3:19
jerusalem	Ether 13:3
jerusalem	Ether 13:4
jerusalem	Ether 13:5
jerusalem	Ether 13:5
jerusalem	Ether 13:6
jerusalem	Ether 13:7
jerusalem	Ether 13:8
jerusalem	Ether 13:10
jerusalem	Ether 13:11
jerusalem	Moroni 10:31
jesus	1 Nephi 12:18
jesus	2 Nephi 25:19
jesus	2 Nephi 25:20
jesus	2 Nephi 26:12
jesus	2 Nephi 26:12
jesus	2 Nephi 30:5
jesus	2 Nephi 30:5
jesus	2 Nephi 31:10
jesus	2 Nephi 33:4
jesus	2 Nephi 33:6
jesus	Jacob 4:6
jesus	Mosiah 3:8
jesus	Mosiah 3:12
jesus	Mosiah 4:2
jesus	Mosiah 4:3
jesus	Alma 4:14
jesus	Alma 5:44
jesus	Alma 5:48
jesus	Alma 6:8
jesus	Alma 9:28
jesus	Alma 19:29
jesus	Alma 36:17
jesus	Alma 36:18
jesus	Alma 37:9
jesus	Alma 37:33
jesus	Alma 37:33
jesus	Alma 38:8
jesus	Alma 45:4
jesus	Alma 45:10
jesus	Alma 46:39
jesus	Helaman 3:28
jesus	Helaman 5:9
jesus	Helaman 13:6
jesus	Helaman 14:12
jesus	3 Nephi 5:13
jesus	3 Nephi 5:20
jesus	3 Nephi 5:26
jesus	3 Nephi 7:10
jesus	3 Nephi 7:16
jesus	3 Nephi 7:18
jesus	3 Nephi 7:19
jesus	3 Nephi 7:20
jesus	3 Nephi 7:21
jesus	3 Nephi 8:1
jesus	3 Nephi 8:1
jesus	3 Nephi 9:15
jesus	3 Nephi 10:10
jesus	3 Nephi 11:2
jesus	3 Nephi 11:10
jesus	3 Nephi 11:12
jesus	3 Nephi 11:17
jesus	3 Nephi 11:25
jesus	3 Nephi 12:1
jesus	3 Nephi 13:25
jesus	3 Nephi 14:1
jesus	3 Nephi 15:1
jesus	3 Nephi 15:2
jesus	3 Nephi 15:11
jesus	3 Nephi 17:1
jesus	3 Nephi 17:5
jesus	3 Nephi 17:12
jesus	3 Nephi 17:13
jesus	3 Nephi 17:14
jesus	3 Nephi 17:16
jesus	3 Nephi 17:17
jesus	3 Nephi 17:18
jesus	3 Nephi 17:19
jesus	3 Nephi 18:1
jesus	3 Nephi 18:10
jesus	3 Nephi 18:17
jesus	3 Nephi 18:26
jesus	3 Nephi 18:36
jesus	3 Nephi 18:38
jesus	3 Nephi 18:38
jesus	3 Nephi 19:1
jesus	3 Nephi 19:2
jesus	3 Nephi 19:3
jesus	3 Nephi 19:3
jesus	3 Nephi 19:4
jesus	3 Nephi 19:6
jesus	3 Nephi 19:7
jesus	3 Nephi 19:8
jesus	3 Nephi 19:8
jesus	3 Nephi 19:8
jesus	3 Nephi 19:12
jesus	3 Nephi 19:15
jesus	3 Nephi 19:18
jesus	3 Nephi 19:19
jesus	3 Nephi 19:24
jesus	3 Nephi 19:25
jesus	3 Nephi 19:25
jesus	3 Nephi 19:26
jesus	3 Nephi 19:30
jesus	3 Nephi 19:30
jesus	3 Nephi 19:35
jesus	3 Nephi 20:9
jesus	3 Nephi 20:10
jesus	3 Nephi 20:31
jesus	3 Nephi 21:11
jesus	3 Nephi 23:6
jesus	3 Nephi 23:11
jesus	3 Nephi 23:13
jesus	3 Nephi 23:14
jesus	3 Nephi 26:1
jesus	3 Nephi 26:6
jesus	3 Nephi 26:8
jesus	3 Nephi 26:17
jesus	3 Nephi 26:17
jesus	3 Nephi 26:20
jesus	3 Nephi 26:21
jesus	3 Nephi 27:1
jesus	3 Nephi 27:1
jesus	3 Nephi 27:2
jesus	3 Nephi 27:2
jesus	3 Nephi 27:33
jesus	3 Nephi 28:1
jesus	3 Nephi 28:12
jesus	3 Nephi 28:23
jesus	3 Nephi 28:29
jesus	3 Nephi 28:30
jesus	3 Nephi 28:34
jesus	3 Nephi 28:34
jesus	3 Nephi 29:7
jesus	3 Nephi 30:1
jesus	4 Nephi 1:1
jesus	4 Nephi 1:1
jesus	4 Nephi 1:5
jesus	4 Nephi 1:5
jesus	4 Nephi 1:13
jesus	4 Nephi 1:14
jesus	4 Nephi 1:30
jesus	4 Nephi 1:31
jesus	4 Nephi 1:34
jesus	4 Nephi 1:34
jesus	4 Nephi 1:37
jesus	4 Nephi 1:46
jesus	Mormon 1:15
jesus	Mormon 2:14
jesus	Mormon 3:14
jesus	Mormon 3:18
jesus	Mormon 3:19
jesus	Mormon 3:19
jesus	Mormon 3:21
jesus	Mormon 3:21
jesus	Mormon 5:11
jesus	Mormon 5:14
jesus	Mormon 6:17
jesus	Mormon 7:5
jesus	Mormon 7:8
jesus	Mormon 8:10
jesus	Mormon 8:35
jesus	Mormon 9:5
jesus	Mormon 9:6
jesus	Mormon 9:12
jesus	Mormon 9:12
jesus	Mormon 9:13
jesus	Mormon 9:18
jesus	Mormon 9:22
jesus	Mormon 9:27
jesus	Mormon 9:29
jesus	Mormon 9:37
jesus	Mormon 9:37
jesus	Ether 2:12
jesus	Ether 3:14
jesus	Ether 3:17
jesus	Ether 3:19
jesus	Ether 3:20
jesus	Ether 4:7
jesus	Ether 4:8
jesus	Ether 5:5
jesus	Ether 12:22
jesus	Ether 12:39
jesus	Ether 12:41
jesus	Ether 12:41
jesus	Moroni 3:3
jesus	Moroni 3:3
jesus	Moroni 4:3
jesus	Moroni 5:2
jesus	Moroni 6:6
jesus	Moroni 7:2
jesus	Moroni 7:44
jesus	Moroni 7:48
jesus	Moroni 8:2
jesus	Moroni 8:3
jesus	Moroni 9:26
jewels	2 Nephi 13:21
jewels	3 Nephi 24:17
jews	1 Nephi 1:2
jews	1 Nephi 1:19
jews	1 Nephi 1:20
jews	1 Nephi 2:13
jews	1 Nephi 3:3
jews	1 Nephi 4:22
jews	1 Nephi 4:27
jews	1 Nephi 4:36
jews	1 Nephi 5:6
jews	1 Nephi 5:12
jews	1 Nephi 10:2
jews	1 Nephi 10:4
jews	1 Nephi 10:11
jews	1 Nephi 10:11
jews	1 Nephi 13:23
jews	1 Nephi 13:25
jews	1 Nephi 13:26
jews	1 Nephi 13:39
jews	1 Nephi 13:42
jews	1 Nephi 13:42
jews	1 Nephi 13:42
jews	1 Nephi 15:17
jews	1 Nephi 15:19
jews	1 Nephi 15:20
jews	1 Nephi 17:44
jews	2 Nephi 9:2
jews	2 Nephi 10:3
jews	2 Nephi 25:1
jews	2 Nephi 25:2
jews	2 Nephi 25:5
jews	2 Nephi 25:5
jews	2 Nephi 25:5
jews	2 Nephi 25:5
jews	2 Nephi 25:6
jews	2 Nephi 25:6
jews	2 Nephi 25:9
jews	2 Nephi 25:15
jews	2 Nephi 25:15
jews	2 Nephi 25:18
jews	2 Nephi 26:12
jews	2 Nephi 27:1
jews	2 Nephi 29:4
jews	2 Nephi 29:4
jews	2 Nephi 29:4
jews	2 Nephi 29:5
jews	2 Nephi 29:6
jews	2 Nephi 29:12
jews	2 Nephi 29:13
jews	2 Nephi 29:13
jews	2 Nephi 29:13
jews	2 Nephi 29:13
jews	2 Nephi 30:2
jews	2 Nephi 30:3
jews	2 Nephi 30:4
jews	2 Nephi 30:7
jews	2 Nephi 33:14
jews	Jacob 4:14
jews	Jacob 4:15
jews	Jacob 4:16
jews	Omni 1:14
jews	Alma 11:4
jews	Alma 11:4
jews	Alma 16:13
jews	3 Nephi 19:35
jews	3 Nephi 28:6
jews	3 Nephi 28:28
jews	3 Nephi 28:28
jews	3 Nephi 29:8
jews	4 Nephi 1:31
jews	Mormon 3:21
jews	Mormon 5:14
jews	Mormon 5:14
jews	Mormon 7:5
jews	Mormon 7:8
jews	Ether 1:3
john	1 Nephi 14:27
john	3 Nephi 28:6
john	Ether 4:16
joins	Alma 27:22
joints	1 Nephi 19:20
jonas	3 Nephi 19:4
jonas	3 Nephi 19:4
joneam	Mormon 6:14
jordan	1 Nephi 10:9
jordan	1 Nephi 17:32
jordan	2 Nephi 19:1
jordan	Mormon 5:3
joseph	1 Nephi 5:14
joseph	1 Nephi 5:14
joseph	1 Nephi 5:16
joseph	1 Nephi 6:2
joseph	1 Nephi 18:7
joseph	1 Nephi 18:19
joseph	2 Nephi 3:1
joseph	2 Nephi 3:3
joseph	2 Nephi 3:4
joseph	2 Nephi 3:4
joseph	2 Nephi 3:5
joseph	2 Nephi 3:6
joseph	2 Nephi 3:7
joseph	2 Nephi 3:14
joseph	2 Nephi 3:16
joseph	2 Nephi 3:22
joseph	2 Nephi 3:25
joseph	2 Nephi 4:1
joseph	2 Nephi 4:3
joseph	2 Nephi 5:6
joseph	2 Nephi 5:26
joseph	2 Nephi 25:21
joseph	Jacob 1:18
joseph	Jacob 2:25
joseph	Alma 3:6
joseph	Alma 10:3
joseph	Alma 46:23
joseph	Alma 46:24
joseph	Alma 46:24
joseph	Alma 46:24
joseph	Alma 46:27
joseph	3 Nephi 5:21
joseph	3 Nephi 5:23
joseph	3 Nephi 10:17
joseph	3 Nephi 10:17
joseph	3 Nephi 15:12
joseph	Ether 13:6
joseph	Ether 13:7
joseph	Ether 13:7
joseph	Ether 13:7
joseph	Ether 13:7
joseph	Ether 13:8
joseph	Ether 13:10
josephites	Jacob 1:13
josephites	4 Nephi 1:36
josephites	4 Nephi 1:37
josephites	Mormon 1:8
josh	3 Nephi 9:10
josh	Mormon 6:14
joshua	Mormon 2:6
jotham	2 Nephi 17:1
journeyed	1 Nephi 17:12
journeyed	Alma 17:9
journeyings	1 Nephi 17:2
journeyings	1 Nephi 19:1
journeyings	Alma 17:5
journeyings	Alma 17:6
journeyings	Alma 18:37
journeyings	Alma 28:8
journeys	Alma 17:18
journied	1 Nephi 4:38
journied	1 Nephi 5:6
journied	1 Nephi 5:22
journied	1 Nephi 7:6
journied	1 Nephi 18:25
journied	2 Nephi 5:7
journied	Omni 1:16
judah	1 Nephi 1:4
judah	1 Nephi 5:12
judah	1 Nephi 20:1
judah	2 Nephi 3:12
judah	2 Nephi 3:12
judah	2 Nephi 12:1
judah	2 Nephi 13:1
judah	2 Nephi 13:8
judah	2 Nephi 15:3
judah	2 Nephi 15:7
judah	2 Nephi 17:1
judah	2 Nephi 17:6
judah	2 Nephi 17:17
judah	2 Nephi 18:8
judah	2 Nephi 19:21
judah	2 Nephi 21:12
judah	2 Nephi 21:13
judah	2 Nephi 21:13
judah	2 Nephi 21:13
judah	Omni 1:15
judah	3 Nephi 24:4
judea	Alma 56:9
judea	Alma 56:15
judea	Alma 56:18
judea	Alma 56:57
judea	Alma 57:11
judgement	Alma 50:37
judgement	Alma 50:39
judgement	Alma 51:5
judgement	Alma 51:7
judgement	Alma 60:13
judgement	Alma 60:32
judgement	Alma 61:4
judgement	Alma 61:9
judgement	Alma 62:2
judgement	Alma 62:8
judgement	Alma 62:44
judgement	Helaman 1:2
judgement	Helaman 1:3
judgement	Helaman 1:4
judgement	Helaman 1:6
judgement	Helaman 1:9
judgement	Helaman 1:9
judgement	Helaman 2:1
judgement	Helaman 2:1
judgement	Helaman 2:2
judgement	Helaman 2:5
judgement	Helaman 2:6
judgement	Helaman 2:7
judgement	Helaman 2:8
judgement	Helaman 2:9
judgement	Helaman 3:20
judgement	Helaman 3:37
judgement	Helaman 5:1
judgement	Helaman 5:4
judgement	Helaman 6:15
judgement	Helaman 6:19
judgement	Helaman 7:4
judgement	Helaman 8:25
judgement	Helaman 8:27
judgement	Helaman 8:27
judgement	Helaman 9:1
judgement	Helaman 9:3
judgement	Helaman 9:7
judgement	Helaman 9:14
judgement	Helaman 14:29
judgement	3 Nephi 7:1
judgement	3 Nephi 12:21
judgement	3 Nephi 12:22
judgement	3 Nephi 14:2
judgement	3 Nephi 22:17
judgement	3 Nephi 24:5
judgement	3 Nephi 27:27
judgement	3 Nephi 28:31
judgement	3 Nephi 28:32
judgement	3 Nephi 28:40
judgement	3 Nephi 29:9
judgement	Mormon 3:20
judgement	Mormon 3:22
judgement	Mormon 6:21
judgement	Mormon 7:6
judgement	Mormon 7:7
judgement	Mormon 7:10
judgement	Mormon 8:20
judgement	Mormon 9:14
judgement	Ether 7:1
judgement	Ether 7:8
judgement	Ether 7:11
judgement	Ether 7:24
judgement	Ether 7:27
judgement	Ether 9:21
judgement	Ether 11:14
judgement	Ether 11:20
judgement	Ether 12:38
judgement	Moroni 7:18
judgement	Moroni 8:21
judgement	Moroni 9:14
judgement	Moroni 9:15
judgements	Alma 58:9
judgements	Alma 58:40
judgements	Alma 60:14
judgements	Helaman 3:20
judgements	Helaman 4:23
judgements	Helaman 8:8
judgements	Helaman 8:12
judgements	Helaman 9:5
judgements	Helaman 14:11
judgements	Helaman 15:5
judgements	3 Nephi 16:9
judgements	3 Nephi 25:4
judgements	Mormon 4:5
judgements	Mormon 5:2
judges	Mosiah 29:11
judges	Mosiah 29:11
judges	Mosiah 29:25
judges	Mosiah 29:28
judges	Mosiah 29:29
judges	Mosiah 29:29
judges	Mosiah 29:29
judges	Mosiah 29:39
judges	Mosiah 29:41
judges	Mosiah 29:44
judges	Alma 1:1
judges	Alma 1:33
judges	Alma 2:6
judges	Alma 3:25
judges	Alma 3:27
judges	Alma 4:1
judges	Alma 4:5
judges	Alma 4:5
judges	Alma 4:6
judges	Alma 4:9
judges	Alma 4:10
judges	Alma 4:20
judges	Alma 8:2
judges	Alma 8:3
judges	Alma 10:6
judges	Alma 10:13
judges	Alma 10:14
judges	Alma 10:27
judges	Alma 10:29
judges	Alma 11:1
judges	Alma 11:4
judges	Alma 14:2
judges	Alma 14:5
judges	Alma 14:18
judges	Alma 14:23
judges	Alma 15:19
judges	Alma 16:1
judges	Alma 16:9
judges	Alma 16:12
judges	Alma 16:21
judges	Alma 17:6
judges	Alma 28:7
judges	Alma 28:9
judges	Alma 30:2
judges	Alma 30:4
judges	Alma 30:5
judges	Alma 30:32
judges	Alma 35:12
judges	Alma 35:13
judges	Alma 41:7
judges	Alma 43:3
judges	Alma 44:24
judges	Alma 45:2
judges	Alma 45:20
judges	Alma 46:4
judges	Alma 46:34
judges	Alma 46:37
judges	Alma 48:2
judges	Alma 49:29
judges	Alma 50:1
judges	Alma 50:17
judges	Alma 50:23
judges	Alma 50:24
judges	Alma 50:25
judges	Alma 50:35
judges	Alma 51:1
judges	Alma 51:12
judges	Alma 51:37
judges	Alma 52:1
judges	Alma 52:14
judges	Alma 52:15
judges	Alma 52:18
judges	Alma 53:23
judges	Alma 54:1
judges	Alma 55:35
judges	Alma 56:1
judges	Alma 57:5
judges	Alma 59:1
judges	Alma 62:11
judges	Alma 62:12
judges	Alma 62:39
judges	Alma 62:47
judges	Alma 62:47
judges	Alma 62:52
judges	Alma 63:1
judges	Alma 63:3
judges	Alma 63:4
judges	Alma 63:10
judges	Alma 63:16
judges	Helaman 1:1
judges	Helaman 1:13
judges	Helaman 1:14
judges	Helaman 1:34
judges	Helaman 2:1
judges	Helaman 2:12
judges	Helaman 3:1
judges	Helaman 3:18
judges	Helaman 3:22
judges	Helaman 3:23
judges	Helaman 3:32
judges	Helaman 3:33
judges	Helaman 3:37
judges	Helaman 4:4
judges	Helaman 4:5
judges	Helaman 4:8
judges	Helaman 4:9
judges	Helaman 4:10
judges	Helaman 4:17
judges	Helaman 4:18
judges	Helaman 6:1
judges	Helaman 6:15
judges	Helaman 6:32
judges	Helaman 6:41
judges	Helaman 7:1
judges	Helaman 8:1
judges	Helaman 8:4
judges	Helaman 9:11
judges	Helaman 9:13
judges	Helaman 9:13
judges	Helaman 9:16
judges	Helaman 9:18
judges	Helaman 10:19
judges	Helaman 11:1
judges	Helaman 11:8
judges	Helaman 11:9
judges	Helaman 11:24
judges	Helaman 11:29
judges	Helaman 11:35
judges	Helaman 16:9
judges	Helaman 16:10
judges	Helaman 16:11
judges	Helaman 16:12
judges	Helaman 16:13
judges	Helaman 16:24
judges	3 Nephi 6:21
judges	3 Nephi 6:23
judges	3 Nephi 6:25
judges	3 Nephi 6:27
judges	3 Nephi 6:27
judges	3 Nephi 27:27
judgeth	Mosiah 3:18
judgeth	Alma 11:2
judgeth	Mormon 8:19
judgments	1 Nephi 12:5
judgments	1 Nephi 17:22
judgments	2 Nephi 1:10
judgments	2 Nephi 1:16
judgments	2 Nephi 5:10
judgments	2 Nephi 6:10
judgments	2 Nephi 9:46
judgments	2 Nephi 25:3
judgments	2 Nephi 25:6
judgments	Jacob 2:14
judgments	Enos 1:23
judgments	Omni 1:22
judgments	Mosiah 6:6
judgments	Mosiah 16:1
judgments	Mosiah 17:11
judgments	Mosiah 29:12
judgments	Mosiah 29:12
judgments	Mosiah 29:27
judgments	Mosiah 29:29
judgments	Mosiah 29:43
judgments	Alma 4:3
judgments	Alma 8:17
judgments	Alma 12:15
judgments	Alma 14:11
judgments	Alma 30:57
judgments	Alma 33:11
judgments	Alma 33:13
judgments	Alma 37:30
justified	1 Nephi 16:2
justified	2 Nephi 2:5
justifieth	2 Nephi 7:8
justifieth	Jacob 2:14
justifieth	Alma 41:15
keepeth	Mosiah 29:22
keepeth	Alma 7:16
keys	1 Nephi 4:20
khown	Alma 22:18
kib	Ether 1:31
kib	Ether 1:32
kib	Ether 7:3
kib	Ether 7:3
kib	Ether 7:3
kib	Ether 7:7
kib	Ether 7:7
kib	Ether 7:9
killeth	2 Nephi 9:35
kim	Ether 1:21
kim	Ether 1:22
kim	Ether 10:13
kim	Ether 10:13
kim	Ether 10:13
kimnor	Ether 8:10
kindleth	2 Nephi 7:11
kindreds	1 Nephi 5:18
kindreds	1 Nephi 11:36
kindreds	1 Nephi 13:40
kindreds	1 Nephi 14:11
kindreds	1 Nephi 14:15
kindreds	1 Nephi 15:18
kindreds	1 Nephi 22:9
kindreds	1 Nephi 22:10
kindreds	1 Nephi 22:28
kindreds	2 Nephi 30:8
kindreds	Mosiah 27:25
kindreds	Alma 10:4
kindreds	3 Nephi 6:27
kindreds	3 Nephi 6:27
kindreds	3 Nephi 7:4
kindreds	3 Nephi 7:6
kindreds	3 Nephi 20:25
kindreds	3 Nephi 20:27
kindreds	3 Nephi 26:4
kindreds	Ether 8:17
kinds	Jacob 5:32
kinds	Helaman 6:11
kinds	Moroni 10:15
kinds	Moroni 10:16
kingdoms	1 Nephi 13:1
kingdoms	1 Nephi 13:2
kingdoms	1 Nephi 13:3
kingdoms	2 Nephi 20:10
kingdoms	2 Nephi 23:4
kingdoms	2 Nephi 23:19
kingdoms	2 Nephi 24:16
kingdoms	Ether 7:20
kingdoms	Ether 8:9
kings	1 Nephi 9:4
kings	1 Nephi 9:4
kings	1 Nephi 19:12
kings	1 Nephi 21:7
kings	1 Nephi 21:23
kings	2 Nephi 6:7
kings	2 Nephi 10:9
kings	2 Nephi 10:11
kings	2 Nephi 17:16
kings	2 Nephi 20:8
kings	2 Nephi 24:9
kings	2 Nephi 24:18
kings	Jacob 1:9
kings	Jacob 1:11
kings	Jacob 1:14
kings	Jacob 3:13
kings	Jarom 1:7
kings	Jarom 1:14
kings	Omni 1:11
kings	Words of Mormon 1:10
kings	Mosiah 23:8
kings	Mosiah 24:2
kings	Mosiah 29:13
kings	Mosiah 29:13
kings	Mosiah 29:13
kings	Mosiah 29:16
kings	Mosiah 29:31
kings	Mosiah 29:31
kings	Mosiah 29:47
kings	Alma 18:13
kings	Alma 51:8
kings	Alma 51:8
kings	3 Nephi 6:30
kings	3 Nephi 20:45
kings	3 Nephi 21:8
kinsfolks	Alma 10:11
kinsfolks	Mormon 8:5
kinsfolks	Ether 8:13
kish	Ether 1:18
kish	Ether 1:19
kish	Ether 10:17
kish	Ether 10:18
kishkumen	Helaman 1:9
kishkumen	Helaman 1:10
kishkumen	Helaman 1:11
kishkumen	Helaman 1:12
kishkumen	Helaman 1:12
kishkumen	Helaman 2:3
kishkumen	Helaman 2:4
kishkumen	Helaman 2:5
kishkumen	Helaman 2:5
kishkumen	Helaman 2:7
kishkumen	Helaman 2:7
kishkumen	Helaman 2:8
kishkumen	Helaman 2:8
kishkumen	Helaman 2:9
kishkumen	Helaman 2:9
kishkumen	Helaman 2:11
kishkumen	Helaman 6:18
kishkumen	Helaman 6:24
kishkumen	3 Nephi 9:10
kneeled	Enos 1:4
knees	Alma 19:14
knees	Alma 22:17
knelt	3 Nephi 17:14
knelt	3 Nephi 17:15
knelt	3 Nephi 19:8
knelt	3 Nephi 19:17
knewest	1 Nephi 20:8
knocketh	2 Nephi 9:42
knocketh	3 Nephi 14:8
knocketh	3 Nephi 27:29
knowest	1 Nephi 11:5
knowest	1 Nephi 11:16
knowest	1 Nephi 11:21
knowest	1 Nephi 13:21
knowest	1 Nephi 14:5
knowest	2 Nephi 2:2
knowest	Jacob 5:23
knowest	Jacob 7:14
knowest	Mosiah 8:12
knowest	Mosiah 12:30
knowest	Mosiah 12:30
knowest	Mosiah 12:31
knowest	Alma 11:23
knowest	Alma 11:24
knowest	Alma 11:30
knowest	Alma 18:20
knowest	Alma 21:6
knowest	Alma 21:6
knowest	Alma 21:6
knowest	Alma 21:8
knowest	Alma 21:8
knowest	Alma 30:32
knowest	Alma 30:35
knowest	Alma 38:4
knowest	Alma 56:4
knowest	Ether 3:13
knowest	Moroni 9:20
knowest	Moroni 9:20
knoweth	1 Nephi 9:6
knoweth	1 Nephi 22:4
knoweth	2 Nephi 2:24
knoweth	2 Nephi 9:20
knoweth	2 Nephi 27:27
knoweth	Jacob 4:8
knoweth	Jacob 7:7
knoweth	Words of Mormon 1:7
knoweth	Mosiah 2:34
knoweth	Mosiah 3:12
knoweth	Mosiah 5:13
knoweth	Mosiah 29:7
knoweth	Alma 5:29
knoweth	Alma 7:13
knoweth	Alma 26:21
knoweth	Alma 26:21
knoweth	Alma 29:5
knoweth	Alma 29:5
knoweth	Alma 32:18
knoweth	Alma 32:18
knoweth	Alma 32:19
knoweth	Alma 37:10
knoweth	Alma 40:3
knoweth	Alma 40:4
knoweth	Alma 40:5
knoweth	Alma 40:10
knoweth	Alma 46:27
knoweth	Helaman 8:8
knoweth	Helaman 8:8
knoweth	3 Nephi 1:3
knoweth	3 Nephi 8:16
knoweth	3 Nephi 13:8
knoweth	3 Nephi 13:32
knoweth	3 Nephi 17:4
knoweth	3 Nephi 28:27
knoweth	Mormon 6:22
knoweth	Mormon 8:8
knoweth	Mormon 8:10
knoweth	Mormon 8:17
knoweth	Mormon 8:24
knoweth	Mormon 8:24
knoweth	Mormon 9:8
knoweth	Mormon 9:34
knoweth	Mormon 9:34
knoweth	Mormon 9:34
knoweth	Ether 1:38
known	1 Nephi 2:17
known	1 Nephi 5:4
known	1 Nephi 11:1
known	1 Nephi 13:40
known	1 Nephi 13:40
known	1 Nephi 13:41
known	1 Nephi 14:29
known	1 Nephi 15:9
known	1 Nephi 15:11
known	1 Nephi 19:3
known	1 Nephi 22:2
known	1 Nephi 22:9
known	2 Nephi 2:8
known	2 Nephi 22:5
known	2 Nephi 30:16
known	2 Nephi 30:16
known	2 Nephi 31:14
known	2 Nephi 33:4
known	Jacob 2:34
known	Omni 1:30
known	Mosiah 2:36
known	Mosiah 3:2
known	Mosiah 4:11
known	Mosiah 7:13
known	Mosiah 8:17
known	Mosiah 8:17
known	Mosiah 8:17
known	Mosiah 8:17
known	Mosiah 15:26
known	Mosiah 23:1
known	Alma 1:17
known	Alma 1:33
known	Alma 5:37
known	Alma 5:46
known	Alma 7:20
known	Alma 9:20
known	Alma 10:5
known	Alma 10:5
known	Alma 11:31
known	Alma 12:3
known	Alma 12:30
known	Alma 12:30
known	Alma 12:32
known	Alma 13:23
known	Alma 13:26
known	Alma 18:39
known	Alma 18:39
known	Alma 19:4
known	Alma 19:17
known	Alma 19:17
known	Alma 19:17
known	Alma 24:14
known	Alma 24:14
known	Alma 24:14
known	Alma 24:30
known	Alma 27:25
known	Alma 28:2
known	Alma 30:28
known	Alma 31:16
known	Alma 31:29
known	Alma 34:3
known	Alma 36:5
known	Alma 36:5
known	Alma 37:11
known	Alma 37:12
known	Alma 37:26
known	Alma 37:29
known	Alma 38:6
known	Alma 38:6
known	Alma 39:17
known	Alma 39:18
known	Alma 40:11
known	Alma 43:43
known	Alma 45:9
known	Alma 45:9
known	Alma 48:16
known	Alma 49:8
known	Alma 51:21
known	Alma 52:12
known	Alma 56:3
known	Alma 56:56
known	Alma 59:2
known	Alma 60:10
known	Helaman 1:12
known	Helaman 2:7
known	Helaman 2:8
known	Helaman 3:23
known	Helaman 6:27
known	Helaman 7:29
known	Helaman 9:17
known	Helaman 16:5
known	3 Nephi 1:14
known	3 Nephi 1:25
known	3 Nephi 4:11
known	3 Nephi 8:5
known	3 Nephi 8:7
known	3 Nephi 16:7
known	3 Nephi 21:2
known	3 Nephi 21:3
known	3 Nephi 27:25
known	Mormon 5:8
known	Mormon 5:12
known	Mormon 8:12
known	Ether 8:14
known	Ether 8:20
known	Ether 11:7
known	Moroni 1:1
knows	Alma 12:3
knows	Alma 18:18
knows	Alma 18:32
knows	Alma 40:4
korihor	Alma 30:12
korihor	Alma 30:23
korihor	Alma 30:36
korihor	Alma 30:43
korihor	Alma 30:48
korihor	Alma 30:50
korihor	Alma 30:51
korihor	Alma 30:52
korihor	Alma 30:56
korihor	Alma 30:57
korihor	Alma 30:57
korihor	Alma 30:58
